Student ID	Grade	1st	2nd	3rd	4th	5th	6th	7th
2866	10	Held, H.- 10 LIT & COMP GF	Debban, E.- DRAW/PAINT I	Masocco, J.- ADV ALG: CONC & CONN GF	Bass, T.- ACADEMIC CONTACT	Jimenez, J.- SPAN II	Hildebrand, W.- WORLD HIST GF	Steiner, D.- CHEM GF
2867	12	Mcdaniel, J.- ECON & PERS FIN HON	Conway, C.- STAT REASONING	Stanley, L.- MSTRY BAND I	Boyt, M.- ACADEMIC CONTACT	Woods, L.- MULTICUL LIT/ COMP HON	Costigan, C.- BEG JAZZ I	Harvey, J.- AP PHYSICS I
2868	11	Hughes, J.- AP US HIST GF	Mclendon, J.- PRECALCULUS	Kaiser, D.- AP PSYCH GF	Csehy, B.- ACADEMIC CONTACT	Myers, M.- PHYSICS GF	Allgood, A.- LATIN III	Crawford, A.- 11 AM LIT&COMP GF
2869	9	Durden, E.- ALGEBRA: CONC & CONN	Fendley, L.- HEALTH	Whisonant, M.- SPAN I	Tshudy, E.- MOD DANCE I	Lai, A.- 9TH GR LIT AND COMP	Nelson, K.- ACADEMIC CONTACT	Madden, J.- BIOLOGY
2870	9	Rogers, C.- 9TH GR LIT AND COMP	Fendley, L.- HEALTH	Hyacinth, E.- BIOLOGY	Lowe, L.- ACADEMIC CONTACT	Debban, E.- VIS ART COMP II	Settles Livers, C.- BASIC AGRI SCI	Fowler, A.- ALGEBRA: CONC & CONN
2871	12	Jackson, D.- FINANCE LIT	Pearson, J.- SPORTS MEDICINE	Delong, B.- AMGOV/CIV HON	Jones, P.- INTRO TEAM SPORTS	Rockwell, S.- ACADEMIC CONTACT	Woods, L.- MULTICUL LIT/ COMP	Thompson, E.- AP STAT
2872	9	Nighbert, C.- WGT TN	Kimbrough, M.- GERMAN I	Fowler, A.- ALGEBRA: CONC & CONN	Cooper, B.- ACADEMIC CONTACT	Robertson, M.- AP HUM GEOG	MacKay, J.- BIOLOGY	Lai, A.- 9TH GR LIT AND COMP
2873	11	Jackson, D.- FINANCE LIT	Cason, C.- INTERMED TEAM SPORTS	Freire, M.- ADV ALG: CONC & CONN	Ford, P.- ACADEMIC CONTACT	Clemens, W.- 11 AM LIT&COMP GF	Delong, B.- US HISTORY GF	Csehy, B.- PHYSICS GF
2874	11	Csehy, B.- PHYSICS HON	Allgood, A.- LATIN I HON	Ford, P.- 11 AM LIT & COMP H	Thompson, E.- ACADEMIC CONTACT	Chelko, K.- MAXWELL PM		
2875	12	Lee, W.- WGT TN	McCurley, C.- STAT REASONING	Hill, J.- ECON & PERS FIN	MacKay, J.- FOREN SCI	Severtson, K.- ACADEMIC CONTACT	Cason, C.- INTRO TEAM SPORTS	Rogers, C.- 12 BR LIT&COMP HON
2876	10	Manners, J.- GEOMETRY: CONC & CONN	Underwood, Z.- CHEM	Sochacki, E.- WORLD HIST	Manners, J.- GEOMETRY: C&C STRAT	Manners, J.- ACADEMIC CONTACT	Sochacki, E.- 10 LIT & COMP	Manners, J.- STDYSKILLS A
2877	9	Crews, L.- VIS ART COMP I	Moore, D.- HEALTH	Darji, V.- GEOMETRY: CONC & CONN	Lowe, L.- ACADEMIC CONTACT	Lai, A.- 9TH GR LIT AND COMP	MacKay, J.- BIOLOGY	Blankenship, C.- AP HUM GEOG
2878	10	Robertson, M.- WORLD HIST (S)	Lai, A.- 9TH GR LIT AND COMP (S)	Still, C.- INT WOM CHOR I	Lohrmann, D.- ACADEMIC CONTACT	Darji, V.- GEOMETRY: CONC & CO (S)	Goodwin-Morales, A.- SPAN II HON	Lohrmann, D.- CHEM (S)
2879	10	Held, H.- 10 LIT & COMP GF	Shelnutt, R.- WORLD HIST GF	Nackers, K.- CHEM GF	Dunbar, H.- FINANCE LIT	Mynatt, K.- ACADEMIC CONTACT	Hall, M.- SOCIOLOGY	Masocco, J.- ADV ALG: CONC & CONN GF
2880	12	Thornton, S.- FORENSIC SCI HON	Rovie, E.- AP LANG COMP	Mcdaniel, J.- ECON & PERS FIN HON	Chvatal, J.- AP BIOLOGY N EO	Mclendon, J.- AP STAT	Hill, J.- ACADEMIC CONTACT	Hughes, J.- SOCIOLOGY
2881	11	Freire, M.- ADV ALG: CONC & CONN (S)	Bonnett, W.- PHYSICS (S)	Bui, A.- A/V TECH/FILM I	Harris, K.- ACADEMIC CONTACT	Jimenez, J.- SPAN II	Harrison, L.- 11 AM LIT&COMP (S)	Reason, J.- US HIST
2882	10	Greco, L.- 10 LIT & COMP HON	Lowe, L.- LATIN II GF	Nackers, K.- CHEM GF	Grigg, A.- AP WOR HIST GF	Barahona, K.- ACADEMIC CONTACT	Kendall, M.- INT ORCH I	Masocco, J.- ADV ALG: CONC & CONN GF
2883	9	Vigardt, C.- VIS ART COMP II	McElroy, R.- PERSONAL FITNESS	Madden, J.- BIOLOGY GF	Pennell, C.- 9TH LIT AND COMP HON	Bass, T.- ACCEL GEOM: C&C GF	Duncan, M.- ACADEMIC CONTACT	Kendall, M.- BEG ORCH I
2884	11	Huard, B.- PHYSICS	Chambers, K.- US HIST	Meek, M.- ADV ALG: CONC & CONN	Rockwell, S.- 11 AM LIT & COMP	Powers, C.- ACADEMIC CONTACT	Dunbar, H.- FINANCE LIT	Fischer, D.- SPAN I
2885	11	Branch, J.- US HISTORY HON	Freire, M.- ADV ALG: CONC & CONN	Chinik, P.- PHYSICS	Chetram, M.- BIO ENGIN	Clemens, W.- 11 AM LIT & COMP H	Thomas, J.- ACADEMIC CONTACT	Swanson, K.- AP PSYCH
2886	9	Pennell, C.- 9TH LIT AND COMP HON	Still, C.- BEG WOM CHOR I	Filomeno, N.- SPAN I	Stanley, L.- INT BAND I	Chetram, M.- GEOMETRY: CONC & CONN	Pennell, C.- ACADEMIC CONTACT	Thornton, C.- BIOLOGY HON
2887	11	Huard, B.- PHYSICS	Stephens, B.- ENG CONCEPTS	Chambers, K.- US HIST	Jimenez, J.- SPAN II	Johnson, M.- ACADEMIC CONTACT	Thomas, D.- PRECALCULUS	Moore, J.- 11 AM LIT & COMP
2888	9	Vigardt, C.- VIS ART COMP II	Hendrix, M.- ALGEBRA: C&C STRAT	Lai, A.- 9TH GR LIT AND COMP	Nackers, K.- ACADEMIC CONTACT	Fowler, A.- ALGEBRA: CONC & CONN	Martinez, R.- BIOLOGY	Duncan, M.- PERSONAL FITNESS
2889	10	Underwood, Z.- ALGEBRA: CONC & CONN	Sochacki, E.- US HISTORY	Underwood, Z.- PHYSICS	Zellner, C.- 11 AM LIT & COMP	Underwood, Z.- ALGEBRA: C&C STRAT	Underwood, Z.- ACADEMIC CONTACT	Dunbar, H.- FINANCE LIT
2890	12	Boyt, M.- ECON & PERS FIN	Conway, C.- STAT REASONING	MacKay, J.- FOREN SCI	Jones, P.- INTERMED TEAM SPORTS			
2891	12	Walters, J.- CONTEM ISSUES	Rovie, E.- AP LANG COMP	Witmer, C.- AP MACRECON	Chvatal, J.- AP BIOLOGY N EO	Mclendon, J.- AP STAT	Grigg, A.- ACADEMIC CONTACT	Gorun, J.- AP RES ELA-CAPSTON
2892	9	Pennell, C.- 9TH LIT AND COMP HON	Still, C.- BEG WOM CHOR I	Freire, M.- ADV ALG: CONC & CONN	Robertson, M.- AP HUM GEO GF	Morrow Gonzalez, S.- ACADEMIC CONTACT	Schneider, E.- BIOLOGY HON	Fendley, L.- HEALTH
2893	11	Ford, P.- 11 AM LIT & COMP H	Thomas, J.- US HIST	Hembree, R.- FOREST SCIENCE	Mathews, C.- SPAN II	Whisonant, M.- ACADEMIC CONTACT	Freire, M.- ADV ALG: CONC & CONN	Myers, M.- PHYSICS
2894	11				Stebbins, L.- 11 AM LIT & COMP H	Dutton, A.- CHEM HONOR	Foote, M.- ADV ALG: CONC & CONN	
2895	11	Branch, J.- US HISTORY HON	Rockwell, S.- 11 AM LIT & COMP	Foote, M.- ADV ALG: CONC & CONN	Ernest, K.- FRENCH III	Beall, S.- PHYSICS HON	Chouloute, J.- ACADEMIC CONTACT	Tshudy, E.- DANCE I
2896	9	Stanley, L.- BEG BAND I	Greco, L.- 9TH LIT AND COMP GF	Duncan, M.- PERSONAL FITNESS	Madden, J.- BIOLOGY GF	Fischer, D.- SPAN I HON	Lai, A.- ACADEMIC CONTACT	Gayle, M.- ALGEBRA: CONC & CONN GF
2897	12	Mcdaniel, J.- ECON & PERS FIN HON	Severtson, K.- 12 BR LIT & COMP	Tshudy, E.- BALLET II	Chambers, K.- ACADEMIC CONTACT	Jameson, A.- CALC	Allgood, A.- LATIN III	Thornton, S.- ANAT & PHYS
2898	12	Witmer, C.- AP MACRECON	Crawford, A.- 12 BR LIT&COMP HON	Campbell, L.- LATIN I	Hanley, V.- AP CAL AB	Severtson, K.- ACADEMIC CONTACT	Walters, J.- CONTEM ISSUES	Harvey, J.- AP PHYSICS I
2899	10	Stimpson, D.- CHEM	Backfisch, R.- GEOMETRY: CONC & CONN	Moore, J.- 10 LIT & COMP	Mathews, C.- SPAN II	Tshudy, E.- DANCE II	Rogers, C.- ACADEMIC CONTACT	Rungruang, R.- WORLD HIST
2900	9	Gault, K.- ALGEBRA: CONC & CONN	Gault, K.- ALGEBRA: C&C STRAT	Byrd, J.- INTRO/SOFTWARE TECH	Lowe, L.- ACADEMIC CONTACT	Schellenberg, M.- 9TH GR LIT AND COMP	Mynatt, K.- RDG/WRTG I	Templeman, T.- BIOLOGY
2901	12	House, B.- FUND THEA II	Mohsen, A.- FOREN SCI	Fowler, M.- 12 BR LIT & COMP	Mathews, C.- SPAN II	Allison, D.- STAT REASONING	Hill, J.- ACADEMIC CONTACT	Meunier, P.- AMGOV/CIV
2902	12	Boyt, M.- ECON & PERS FIN	Nighbert, C.- WGT TN	Echevarria, A.- SPAN III	Conway, C.- STAT REASONING	Bui, A.- A/V TECH/FILM III	Kling, D.- ACADEMIC CONTACT	Severtson, K.- 12 BR LIT & COMP
2903	10	Chinik, P.- CHEM HONOR	Powers, C.- FRENCH II HON	Still, C.- INT WOM CHOR I	Chatham, H.- 10 LIT & COMP HON	Samela, J.- GEOMETRY: CONC & CONN	Filomeno, N.- ACADEMIC CONTACT	Rungruang, R.- WORLD HIST
2904	10	Dunbar, H.- INTRO BUSI TECH	Bass, T.- GEOMETRY: CONC & CONN	Mabrey, Z.- WORLD HIST	Tolmich, M.- CHEM	Daly, K.- ACADEMIC CONTACT	Cason, C.- INTRO TEAM SPORTS	Garcia, C.- 10 LIT & COMP
2905	9	Gault, K.- ALGEBRA: CONC & CONN	Gault, K.- ALGEBRA: C&C STRAT	Moore, D.- HEALTH	Schellenberg, M.- ACADEMIC CONTACT	Schellenberg, M.- 9TH GR LIT AND COMP	Cooper, B.- BIOLOGY	Crews, L.- VIS ART COMP I
2906	12	Jameson, A.- AP CAL BC GF	Rotondi, A.- AMGOV/CIV HON	Erwin, J.- AP CHEM GF	Witmer, C.- AP MACRECON GF	Dickens, K.- ACADEMIC CONTACT	Campbell, T.- AP STAT GIFT	Keyser, C.- AP PHY C:E&M GF
2907	10	Bell, R.- GEOMETRY: C&C STRAT	Daly, K.- WORLD HIST	Mynatt, K.- 10 LIT & COMP	McElroy, R.- BODY SCULP	Mynatt, K.- ACADEMIC CONTACT	Henry, T.- GEOMETRY: CONC & CONN	Harris, K.- CHEM
2908	10	McKee, T.- GEOMETRY: CONC & CONN	Chinik, P.- CHEM HONOR	Chatham, H.- 10 LIT & COMP HON	Lester, G.- HOSP/TOURISM MGMT	Edwards, S.- SPAN II GF	Bui, A.- ACADEMIC CONTACT	Mabrey, Z.- WORLD HIST GF
2909	9	House, B.- FUND THEA II	Still, C.- BEG WOM CHOR I	Greco, L.- 9TH LIT AND COMP GF	Meyer, M.- ACADEMIC CONTACT	Schneider, E.- BIOLOGY HON	Darji, V.- GEOMETRY: CONC & CONN	Tomlinson, S.- WORLD GEOG GF
2910	12	Mincy, C.- INTERMED TEAM SPORTS	Boyt, M.- ECON & PERS FIN	Goodwin-Morales, A.- SPAN II	Conway, C.- STAT REASONING	Rockwell, S.- ACADEMIC CONTACT	Walsh, B.- 12 BR LIT & COMP	Pearson, J.- SPORTS MEDICINE
2911	12	Henry, T.- GEOMETRY: CONC & CONN	Chouloute, J.- ECON & PERS FIN	Bryan, J.- PHYSICS	Zoeller, C.- ACADEMIC CONTACT	Bell, R.- GEOMETRY: C&C STRAT	Settles Livers, C.- BASIC AGRI SCI	Fowler, M.- 12 BR LIT & COMP
2912	11	Meek, M.- ADV ALG: CONC & CONN	Thomas, J.- US HIST	Allgood, A.- LATIN III	Hughes, J.- SOCIOLOGY	Clemens, W.- 11 AM LIT & COMP H	Thomas, J.- ACADEMIC CONTACT	Myers, M.- PHYSICS
2913	9	Sciarrotta, K.- ALGEBRA: CONC & CONN	Sciarrotta, K.- ALGEBRA: C&C STRAT	Schellenberg, M.- 9TH GR LIT AND COMP	Templeman, T.- BIOLOGY	Conway, C.- ACADEMIC CONTACT	House, B.- FUND THEA II	Price, T.- INTRO BUSI TECH
2914	11	Rockwell, S.- 11 AM LIT & COMP	Branch, J.- US HISTORY HON	Meek, M.- ADV ALG: CONC & CONN	Cason, C.- WGT TN	Jimenez, J.- SPAN II	Keyser, C.- ACADEMIC CONTACT	Myers, M.- PHYSICS
2915	10	Backfisch, R.- GEOMETRY: CONC & CONN	Morrison, D.- CHEM HONOR	Fischer, D.- SPAN I HON	Allgood, A.- ACADEMIC CONTACT	Still, C.- BEG MNS CHOR II	Morrow Gonzalez, S.- 10 LIT & COMP HON	Jackson, D.- MARKT & ENTR
2916	9	Lai, A.- 9TH GR LIT AND COMP (S)	Robertson, M.- WORLD HIST (S)	Durden, E.- ALGEBRA:CONC & CONN (S)	Remund, K.- ACADEMIC CONTACT	Debban, E.- VIS ART COMP II	Cason, C.- INTERMED TEAM SPORTS	Hyacinth, E.- BIOLOGY (S)
2917	9	Moore, D.- HEALTH	McKee, T.- ACCEL GEOM: C&C	Tomlinson, S.- WORLD GEOG	Gantz, K.- 9TH GR LIT AND COMP	Slade, R.- MKT PRIN	Pennell, C.- ACADEMIC CONTACT	Martinez, R.- BIOLOGY HON
2918	10	Powers, C.- FRENCH II	Lohrmann, D.- CHEM	Hildebrand, W.- WORLD HIST	Bell, R.- ACADEMIC CONTACT	Ford, P.- 10 LIT & COMP	Nighbert, C.- GENERAL PE I	McCurley, C.- GEOMETRY: CONC & CONN
2919	9	Hyacinth, E.- BIOLOGY (S)	Lai, A.- 9TH GR LIT AND COMP (S)	Tomlinson, S.- WORLD GEOG	Durden, E.- ALGEBRA:CONC & CONN (S)	Price, T.- INTRO BUSI TECH	Samela, J.- ACADEMIC CONTACT	Cantrell, E.- COMMUN SKILLS I
2920	9	Schellenberg, M.- 9TH GR LIT AND COMP	Duncan, M.- PERSONAL FITNESS	Bui, A.- A/V TECH/FILM I	Templeman, T.- BIOLOGY	Lucky, J.- ACADEMIC CONTACT	Heaton, A.- ALGEBRA: CONC & CONN	Heaton, A.- ALGEBRA: C&C STRAT
2921	10	Debban, E.- DRAW/PAINT I	Shelnutt, R.- WORLD HIST GF	Nackers, K.- CHEM GF	Settles Livers, C.- ACADEMIC CONTACT	Hembree, R.- FOREST SCIENCE	Freire, M.- ADV ALG: CONC & CONN	Harrison, L.- 10 LIT & COMP GF
2922	12	Boyt, M.- ECON & PERS FIN	Hughes, J.- SOCIOLOGY	Hall, M.- AFRICAN AMER STUDIES	Koontz, A.- ACADEMIC CONTACT	Lee, W.- ADV WGT TN	Walters, J.- CONTEM ISSUES	Dunbar, H.- FINANCE LIT
2923	9	Durden, E.- ALGEBRA: CONC & CONN	Fischer, D.- SPAN I	Meyer, M.- AP HUM GEOG	Blankenship, C.- ACADEMIC CONTACT	Schneider, E.- BIOLOGY HON	Fendley, L.- HEALTH	Nelson, K.- 9TH LIT AND COMP HON
2924	11	Lindahl, L.- ACTING I	Powers, C.- FRENCH II GF	Beall, S.- PHYSICS GF	Thomas, J.- US HISTORY GF	Thomas, D.- ACADEMIC CONTACT	Gorun, J.- 11 AM LIT&COMP GF	Zoeller, C.- ADV ALG: CONC & CONN
2925	10	Held, H.- 10 LIT & COMP GF	Chinik, P.- CHEM HONOR	Gayle, M.- ADV ALG: CONC & CONN GF	Grigg, A.- AP WOR HIST GF	Edwards, S.- SPAN II GF	Erwin, J.- ACADEMIC CONTACT	Mincy, C.- BODY SCULP
2926	9	Nelson, K.- 9TH GR LIT AND COMP	Tomlinson, S.- WORLD GEOG HON	Hyacinth, E.- BIOLOGY	Durden, E.- ALGEBRA:CONC & CONN (S)	Byrd, J.- FOUND ENG/TECH	Lai, A.- ACADEMIC CONTACT	Fendley, L.- HEALTH
2927	9	Duncan, M.- PERSONAL FITNESS	Rogers, C.- 9TH GR LIT AND COMP	Byrd, J.- INTRO/SOFTWARE TECH	Martinez, R.- ACADEMIC CONTACT	Morez, A.- ALGEBRA: CONC & CONN	MacKay, J.- BIOLOGY	Vigardt, C.- VIS ART COMP II
2928	9	Kimbrough, M.- GERMAN I HON	Pennell, C.- 9TH LIT AND COMP HON	Duncan, M.- PERSONAL FITNESS	Morez, A.- ALGEBRA: CONC & CONN	Schneider, E.- BIOLOGY HON	Gantz, K.- ACADEMIC CONTACT	Tomlinson, S.- WORLD GEOG HON
2929	10	Robertson, M.- WORLD HIST (S)	Lai, A.- 9TH GR LIT AND COMP (S)	Martin, S.- SPAN III HON	Velasco, K.- MULTICUL LIT/ COMP (S)	Darji, V.- GEOMETRY: CONC & CO (S)	Erwin, J.- ACADEMIC CONTACT	Lohrmann, D.- CHEM (S)
2930	12	Rotondi, A.- AMGOV/CIV	Pearson, J.- SPORTS MEDICINE	Woods, L.- 12 BR LIT & COMP	Koontz, A.- ACADEMIC CONTACT	Cason, C.- ADV TM SP	Allgood, A.- LATIN III	Conway, C.- STAT REASONING
2931	11					Myers, M.- PHYSICS GF	Crews, L.- PHOTO III	Martin, S.- SPAN III
2932	10	Jones, P.- GENERAL PE I	Campbell, L.- LATIN I	Mabrey, Z.- WORLD HIST	Bell, R.- ACADEMIC CONTACT	Chetram, M.- GEOMETRY: CONC & CONN	Ford, P.- 10 LIT & COMP	Morrison, D.- CHEM
2933	12	Hanley, V.- PRECALCULUS	Mcdaniel, J.- ECON & PERS FIN HON	Haynes, J.- FOREN SCI	Lindahl, L.- ADV DRAMA II	Rogers, C.- 12 BR LIT&COMP HON	Creasy, A.- ACADEMIC CONTACT	Creasy, A.- BUS COM SCI WS I
2934	12	Chvatal, J.- AP BIOLOGY N EO	Rogers, C.- 9TH GR LIT AND COMP	Mobley, D.- AP STAT	Mcdaniel, J.- ECON & PERS FIN HON	Thornton, C.- AP ENV SC	Backfisch, R.- ACADEMIC CONTACT	Campbell, L.- EXAM TEACH PROF
2935	11	Freire, M.- ADV ALG: CONC & CONN (S)	Cicora, C.- ADV WGT TN	Chambers, K.- US HIST	Moore, J.- 11 AM LIT & COMP	Johnson, M.- ACADEMIC CONTACT	Barahona, K.- SPAN I	Myers, M.- PHYSICS
2936	9	Duncan, M.- PERSONAL FITNESS	Fowler, A.- ALGEBRA: CONC & CONN	Whisonant, M.- SPAN I	Stanley, L.- INT BAND I	Martinez, R.- BIOLOGY	Lai, A.- ACADEMIC CONTACT	Lai, A.- 9TH GR LIT AND COMP
2937	9	Rogers, C.- 9TH GR LIT AND COMP	Chetram, M.- ALGEBRA: CONC & CONN	Lohrmann, D.- CHEM	Kimbrough, M.- ACADEMIC CONTACT	Samela, J.- GEOMETRY: CONC & CONN	Rungruang, R.- WORLD HIST	Whisonant, M.- SPAN I
2938	11	Chelko, K.- GRAYSON AM			Thompson, E.- ACADEMIC CONTACT	Stebbins, L.- 11 AM LIT&COMP GF	Johnson, M.- PRECALCULUS	Delong, B.- US HISTORY GF
2939	10	Moore, J.- 10 LIT & COMP	Cason, C.- INTRO TEAM SPORTS	Lester, G.- HOSP/TOURISM ESSEN	Foote, M.- ADV ALG: CONC & CONN	Steiner, D.- CHEM GF	Erwin, J.- ACADEMIC CONTACT	Mabrey, Z.- WORLD HIST GF
2940	9	Martinez, R.- BIOLOGY HON	Tomlinson, S.- WORLD GEOG GF	Barahona, K.- SPAN I	McKee, T.- ACCEL GEOM: C&C GF	McElroy, R.- HEALTH	Duncan, M.- ACADEMIC CONTACT	Nelson, K.- 9TH LIT AND COMP HON
2941	10	Jimenez, J.- SPAN II	Nighbert, C.- WGT TN	Hildebrand, W.- WORLD HIST	Bass, T.- ACADEMIC CONTACT	Tolmich, M.- CHEM	Bass, T.- GEOMETRY: CONC & CONN	Ford, P.- 10 LIT & COMP
2942	9	Lai, A.- 9TH GR LIT AND COMP (S)	Fischer, D.- SPAN I	Schneider, E.- BIOLOGY	Durden, E.- ALGEBRA:CONC & CONN (S)	Morrow Gonzalez, S.- ACADEMIC CONTACT	Jones, J.- PERSONAL FITNESS	Price, T.- INTRO BUSI TECH
2943	11	Zoeller, C.- ADV ALG: CONC & CONN	Harrison, L.- 11 AM LIT & COMP	Csehy, B.- PHYSICS	Clemens, W.- ACADEMIC CONTACT	Lee, W.- ADV WGT TN	Barahona, K.- SPAN I	Chambers, K.- US HIST
2944	11	Martin, S.- SPAN III	Rockwell, S.- 11 AM LIT & COMP	Bonnett, W.- PHYSICS HON	Clemens, W.- ACADEMIC CONTACT	Debban, E.- VIS ART COMP II	Reason, J.- US HIST	Mobley, D.- ADV ALG: CONC & CONN
2945	11	Clemens, W.- 11 AM LIT & COMP H	Thomas, J.- US HIST	Jameson, A.- AP PRECALCULUS	Michael, C.- AP COMP SCI A	Cox, T.- ACADEMIC CONTACT	Debban, E.- VIS ART COMP II	Harvey, J.- AP PHYSICS I
2946	10	Ollinger, L.- 10 LIT & COMP GF	Gayle, M.- ADV ALG: CONC & CONN GF	Grigg, A.- AP WOR HIST GF	Price, T.- PRIN OF ACCOUNT I	Kimbrough, M.- GERMAN II GF	Rogers, C.- ACADEMIC CONTACT	Erwin, J.- AP CHEM GF
2947	11	Bryan, J.- PHYSICS	House, B.- FUND THEA II	Lester, G.- HOSP/TOURISM ESSEN	Meunier, P.- US HISTORY	Steele, E.- 11 AM LIT & COMP	Rossino, K.- ACADEMIC CONTACT	Nagle, J.- ADV ALG: CONC & CONN
2948	12	Mincy, C.- INTRO TEAM SPORTS	Woods, L.- 12 BR LIT & COMP	Pearson, J.- SPORTS MEDICINE	Rotondi, A.- AMGOV/CIV HON	Creasy, A.- ACADEMIC CONTACT	Creasy, A.- VISUAL ARTS WS I	
2949	11	Barahona, K.- SPAN I	Freire, M.- ADV ALG: CONC & CONN	Csehy, B.- PHYSICS	Rockwell, S.- 11 AM LIT & COMP	Lee, W.- WGT TN	Thornton, C.- ACADEMIC CONTACT	Reason, J.- US HIST
2950	11	Johnson, M.- AP PRECALCULUS GIFTED	Rossino, K.- LATIN III GF	Keyser, C.- AP PHYSICS I GF	Chetram, M.- BIO ENGIN GF	Thomas, D.- ACADEMIC CONTACT	Parham, C.- US HISTORY GF	Kling, D.- 11 AM LIT&COMP GF
2951	11	Masocco, J.- ADV ALG: CONC & CONN GF	Powers, C.- FRENCH II GF	Katz, P.- US HISTORY GF	Lindahl, L.- ADV DRAMA I	Hall, M.- ACADEMIC CONTACT	Crawford, A.- 11 AM LIT&COMP GF	Csehy, B.- PHYSICS GF
2952	11	Martin, S.- SPAN III	Hall, M.- AP AFRICAN AMER STUD	Hughes, J.- AP US HIST	Harris, K.- ACADEMIC CONTACT	Myers, M.- PHYSICS HON	Johnson, M.- PRECALCULUS	Rockwell, S.- 11 AM LIT & COMP H
2953	12	Michael, C.- AP COMPSCI A GIF	Erwin, J.- AP CHEM GF	Thornton, S.- ANAT & PHY GF	Timmons, S.- AP LANG COMP GF	Koontz, A.- AP AM GOV GF	Meunier, P.- ACADEMIC CONTACT	Campbell, T.- AP STAT GIFT
2954	12	Delong, B.- AMGOV/CIV HON	Price, T.- PRIN OF ACCOUNT I	Michael, C.- CALC	Debban, E.- ACADEMIC CONTACT	Woods, L.- MULTICUL LIT/ COMP HON	Stephenson, M.- PEER LEADERS 1	Echevarria, A.- SPANISH IV
2955	9	McKee, T.- GEOMETRY: CONC & CONN	Gilbert, R.- WGT TN	Fischer, D.- SPAN I HON	Nelson, K.- 9TH GR LIT AND COMP	Dunbar, H.- ACADEMIC CONTACT	MacKay, J.- BIOLOGY	Price, T.- INTRO BUSI TECH
2956	10	Lester, G.- HOSP/TOURISM ESSEN	Swanson, K.- WORLD HIST GF	Humphrey, E.- SPAN III GF	Allgood, A.- ACADEMIC CONTACT	Dutton, A.- CHEM HONOR	Freire, M.- ADV ALG: CONC & CONN	Greco, L.- 10 LIT & COMP HON
2957	10	Backfisch, R.- GEOMETRY: CONC & CONN	Tolmich, M.- CHEM	Rungruang, R.- WORLD HIST	Stanley, L.- INT BAND I	Daly, K.- ACADEMIC CONTACT	Ford, P.- 10 LIT & COMP	Bui, A.- A/V TECH/FILM I
2958	9	Duncan, M.- PERSONAL FITNESS	Ernest, K.- FRENCH I	Fowler, A.- ALGEBRA: CONC & CONN	Nelson, K.- 9TH GR LIT AND COMP	Schneider, E.- BIOLOGY HON	Nelson, K.- ACADEMIC CONTACT	Crews, L.- VIS ART COMP I
2959	10	Nackers, K.- CHEM	Mabrey, Z.- WORLD HIST	Moore, J.- 10 LIT & COMP	Byrd, J.- FOUND ENG/TECH	Bui, A.- A/V TECH/FILM II	Filomeno, N.- ACADEMIC CONTACT	Darji, V.- GEOMETRY: CONC & CONN
2960	12	Walters, J.- CONTEM ISSUES	Myers, M.- PHYSICS HON	Jackson, D.- FINANCE LIT				
2961	12	Rockwell, S.- 11 AM LIT & COMP	Bonnett, W.- PHYSICS (S)	Severtson, K.- 12 BR LIT & COMP				
2962	10	Chatham, H.- 10 LIT & COMP HON	Dunbar, H.- INTRO BUSI TECH	Stimpson, D.- CHEM HONOR	Allgood, A.- ACADEMIC CONTACT	Kimbrough, M.- GERMAN II HON	Koontz, A.- AP WOR HIST	Masocco, J.- ADV ALG: CONC & CONN
2963	9	Filomeno, N.- SPAN I	Still, C.- BEG WOM CHOR I	Lai, A.- 9TH GR LIT AND COMP	Morez, A.- ALGEBRA: CONC & CONN	McKee, T.- ACADEMIC CONTACT	Mincy, C.- PERSONAL FITNESS	Schneider, E.- BIOLOGY
2964	11	Hanley, V.- PRECALCULUS	Meyer, M.- AP PSYCH GF	Keyser, C.- AP PHYSICS I GF	Jameson, A.- ACADEMIC CONTACT	Kling, D.- 11 AM LIT&COMP GF	Chvatal, J.- AP BIOLOGY N EO GF	Humphrey, E.- SPAN III GF
2965	12	Stephens, B.- FOUND ENG/TECH	Witmer, C.- AP MACRECON	Timmons, S.- AP LANG COMP	Stanley, L.- INT BAND I	Mcdaniel, J.- ACADEMIC CONTACT	Stephenson, M.- PEER LEADERS 1	Michael, C.- AP CAL BC
2966	10	Mobley, D.- ADV ALG: CONC & CONN	Shelnutt, R.- WORLD HIST HON	Stimpson, D.- CHEM HONOR	Bass, T.- ACADEMIC CONTACT	Ollinger, L.- 10 LIT & COMP HON	Goodwin-Morales, A.- SPAN II HON	Duncan, K.- COMP SCI PRINC
2967	10	Chinik, P.- CHEM HONOR	Kimbrough, M.- GERMAN I	Allgood, A.- LATIN III	Thomas, D.- ADV ALG: CONC & CONN	Ollinger, L.- 10 LIT & COMP HON	Fischer, D.- ACADEMIC CONTACT	Koontz, A.- AP WOR HIST GF
2968	12	Witmer, C.- AP MACRECON GF	Conway, C.- STAT REASONING	Jackson, D.- FINANCE LIT	Chetram, M.- BIO ENGIN GF	Woods, L.- MULTICUL LIT/ COMP GF	Martin, S.- ACADEMIC CONTACT	Hall, M.- SOCIOLOGY
